id,text,label
374,LOL. “Bats haven't evolved in millions of years”,sarc
744,"Yes. it's called global dimming, and yes, I trust mainstream scientific organizations.   If you knew anything about science, scientists usuallyspeak in terms of COULDS, possibliites, and likely, because science isn't 100% and scientific facts aren't absolute. THey are largely evidence-supported conjectures. You can't prove anything 100%. They are giving reasonable estimates. That's how climatology works.",sarc
1346,"Microevolution - Wikipedia, the free encyclopedia",notsarc
662,"Oh, his brain wasn't there, huh? Musta just been involuntary reflexes that allowed him walk from a store to the ""home"" that he stayed at.   Oh, and please show me some cases of foetuses walking to the store like this man did when he was attacked, and then we can start comparing.   Looks like VT is back with his usual strawmen and sensationalism.",sarc
221,"Just to be pedantic, a better analogy would be: ""If you are here, why do you have brothers and sisters?""",sarc
1788,"It's NOT any of my business, but when presenting information to the readers at large, such topics need to be ####ing addressed, something militant pro-abortionist seldom want to bring up.   I'm actually happy that you had a good operation and think more should go into ensuring ALL women have the same low risk proceedures when necessary.   We're dealing with health aspects, all, not just selective. And there may even be things I'm not aware about to consider.",notsarc
200,"Mehhh.... You probably went to a Catholic school.   But now that you've stopped 'devoting' your 'life' to the God of the Bible, you've 'devoted' yourself to another god, Yourself. Typical case.",sarc
1483,"Actually, not at all true. The organisms of the Cambrian look little like modern animals. It is only the major phyla that are recognized by the derived characteristics. For example, the cordates first arise in the early Cambrian, along with primitive inverebrates. You can safely say that no animal living today looks much like any living then. For example, there were no amphibians, no reptiles, no insects, no birds, and of course, no mammals.   Your shotgun approach isn't actually worth answering in any detail. It isn't even your work.",notsarc
1423,"Oh I hated being pregnant. However I am not really arguing whether pregnancy in and of itself is punishment, I suspect that is an opinion matter - there are some crazy women who actually liked pregnancy. Julie - however clearly feels that it is acceptable to use a pregnancy and parenting in a punitive matter against women she feels are irresponsible.",notsarc
1644,So what? If somebody wants to die then they'll kill themselves no matter what.,notsarc
1230,"And how is your think group any different, you all think alike just as gun owners all think alike. So stop calling the kettle black.",notsarc
1839,"Cases v United States, 131 F. 2d 916 (1st Cir. 1942), cert. Denied sub nom., Velazquez v. U.S, 319 U.S. 770 (1943). Basically, The US Curcuit Court upheld that the Second Amendment didn't apply to weapons that couldn't be carried by an individual.",notsarc
478,"And would you care to tell us just what those ""official ideological goals"" are and where we might find a certifiable copy of them?",sarc
1890,"There's absolutely no way in hell this could be legal in any sense. That California school got ***** slapped for expelling a student who had a gun off campus, beyond the jurisdictional reach of the school. So how can this school believe they can get away with such an insane policy?",notsarc
1624,The question is illogical. By declaring the existence of an all powerful God then saying God cannot do something is not a comment on his powerfulness but rather the direct representation of his nature. Your question by its very statement does not test wether or not God is all powerful but wether or not God is comprehensible. See another thread for that topic.   The statement that God is all powerful defines his nature. To state then that he cannot do something outside of his nature as proof of the non existence of his nature is circular in logic.,notsarc
1203,"You know 'my kind'? How very presumptuous on your part. Then you know individual choice is the issue, not enforced medical procedures. You didn't answer the question regarding pregnant women who intend to carry to term being required to have a sonogram.",notsarc
982,You mean you can choose how you accept it?,sarc
1457,"No, it is not a bad deal for the child. However, my beliefs do not permit murder, even if it is a better ""deal"".",notsarc
951,Gee the thimble wearing comic relief slides in.,sarc
93,"Sure let me have your sermon/propaganda of misinformation since it doesn't match the context of the Scriptures.   propaganda   n : information that is spread for the purpose of promoting some cause.   mis·in·form  Pronunciation Key (msn-fÃ´rm)   tr.v. mis·in·formed, mis·in·form·ing, mis·in·forms   To provide with incorrect information.   con·text Pronunciation Key (kntkst) n.   1. The part of a text or statement that surrounds a particular word or passage and determines its meaning.   2. The circumstances in which an event occurs; a setting.   And since your ""experience"" does not guarantee you to be an expert I will stick to the context which matches what I have said.   Job 32: 4 And Elihu had waited for Job with words, because they were older than he in days. 5 When Elihu saw that there was no answer in the mouth of the three men, then his anger burned. 6 And Elihu the son of Barachel the Buzite answered and said, I am young, and you are very aged; so I held back and was afraid to make my knowledge known to you. 7 I said, Days will speak, and many years will make wisdom known. 8 But it is a spirit in man giving them perception, even the breath of the Almighty. 9 It is not the great that are wise, nor the aged who perceive justice; 10 so then I say, Listen to me; I will declare my knowledge, I also.",sarc
1866,What other theories? Why mention them if you aren't going to explain them? You are actually on a board of education? I notice there was no mention of telling kids that there are other theories of gravity and that all of them have holes. Evolution is a more secure theory than gravity.,notsarc
1130,First of all not all Astronomers believe that.   All though it is a very long way to the closest star we really don't know how far stars are away from us it is not possible to know. It is an educated guess at best.   If you base your beliefs on science you will almost always have to change them so are they really beliefs?   Time and distance are 2 different entities. On the other side of the world it is a diffferent day.   A light year is the distance light would travel in a year if at the speed we have computed it to be on earth. How gravity affects light in space in pure specualtion as almost all of the cosmological theories are. Black holes were created to explain the big bang. There are lots of astonomers that are convinced the big bang is a myth.   If the stars were created near the earth and then streched out as the Bible says they were the relationship of time and distance would be quite different and would explain how light from a distant star could be seen.   No one really knows the answer so it is a matter of faith what you decide is true.   Both are possible according to science. The powers that be in science are atheist and get the most press. This does not make them right by default.   There is a very good book on this subject Starlight and Time if you are interested in what a brilliant scientist who believes in Creation has to say.   I will be suprised if you are.   I have read Hawkings and have him on audio and video.   To be fair you should take some time and study the opposing view IMO.,notsarc
566,Will the Obama administration come for your guns?,sarc
97,"um... gee... its killing a baby... now.. before 8 weeks, its not in the form of a human being.. at 4 weeks, its a fish.. at 5.. its a rodent.. but after 8.. its in the shape of a human... there is no way around that fact.",sarc
1332,Because the effectiveness of other methods don't come close to that of owning a gun for personal protection. If they did then the police wouldn't have guns because it would be redundant and not cost effective.,notsarc
1732,Right. It's called stasis. Species that are well adapted to their environments tend to change little in a stable environment. It is still true that fossil crocs are not the same as modern crocs. There are obvious differences.,notsarc
1767,"And the mall plainly had ""no guns allowed"" signs displayed at all the entrances, meaning the shooter broke the law when he brought his gun in and started shooting.   Now, find me a school massacre that took place where concealed carry is actually legal on campus.",notsarc
1194,"No, but the Roman persecution of Christians, covering Christians in pitch, Roman garden parties, witnesses for Christ being killed for their faith etc. is as irrelevant as it gets. Just be careful, that's all I'm saying. There is a place for that topic.",notsarc
50,"And by old fashion I assume you mean Greece a couple of thousand years ago. That's the only place and time I can think of off hand where the populace (by which I mean landed men in this case) could vote to change laws. In this country the correct procedure for a citizen to change an unjust law is via the courts, and always has been.   However, I don't think that is, in fact, what Jyoshu was refering to.",sarc
704,So which came first? The liquor or the egg?,sarc
1686,This also applies to tapeworms. I fail to see how it is therefore relevent to any debate on abortion.,notsarc
344,"http://www.nytimes.com/2009/06/25/wo.../25orphan.html   But they are not fetuses, alas, so who gives a damn?",sarc
1798,"Because everyone is equal in the eyes of the law, and rightly so. As for moral standing, you see no problem with equating his immoral behaviour with your own response. Most would.",notsarc
65,Oh thats not politically kerect and secially wif the chosen one doing the world apology toure I don't see that going down.   Well lay a few on us sin baby. Give us the deal.,sarc
567,What a trite statement.,sarc
1948,"And compare that to an equivalent sized human - if you compared the skill to a 10-13 year old boy, the erectus skeleton's cranial capacity would be significantly smaller. Doesn't contradict in the slightest other than the bizarre positions you decide other people should hold.",notsarc
846,Oh what a shame! Especially if it's true! Where did you get the idea that ID theory is not based on evidence and/or testing?,sarc
1552,"No Steve, I realise that there are hetersexuals who practice that filthy pastime of anal sex and other sex acts that the human body is not designed to do. Heterosexuals have no more business doing these things then homosexuals.   Do you realise Steve that E Coli bacteria inhabit the rectum and are in feces? Do you know how sick and E Coli infection can make you? Sodomy is akin to having sex in raw sewage.",notsarc
1442,"Hold up, your changing your argument. You said ""I have never been accosted by an armed assailant. Hence, I see no reason I need to carry a concealed handgun in order to be brave enough to move about my hometown."". This is the reason you gave for not carrying a firearm, I was simply countering that argument because it didn't sound very logical to me, still doesn't.   As to your new statment, I'll need more info. What do your consider an ""accidental discharge"" of a firearm. I ask because I do not consider someone pulling the trigger to be ""accidental"" and therefore I consider true accidental discharges to be pretty uncommon.   Yes, for most people I think the chances of being in a car accident are greater then the chances of needing a gun for self defense. But, I'm not sure why that would make a difference. If it was reversed I would still where my seatbelt.   God Bless",notsarc
1058,I'm not surprised.   That's a typical response when someone calls your bluff.   Waxy,notsarc
150,"So, evolution is falsified because Ford didn't draft chimps to work the assembly lines?   I've never seen such nonsense paraded about with such pride. I'd congratulate you on your win DamEtel, but I'm more impressed with your patience.",sarc
749,"Well what do you expect?! Everytime gun owners try and do anything to combat crime, you liberal sissies yell and scream about vigilantism and foam at the mouth as you talk about how we're taking the law into our own hands and that we'll be administering death sentences without trials for matters as trivial as jaywalking!   You want us to combat crime, but you don't want us to actually do anything. Make up your mind already!",sarc
1917,"If you wanted to be picky about it, I guess you could say that it was a form of last-ditch birth control, after the other forms failed.",notsarc
1901,"So, because they don't interpret the bible as you do, they believe that there are no deities? That is what you said...",notsarc
405,"How would I fill in some of the gaps? Here was my sequence: something like unicellular life to multi-cellular life, random multi-cellular conglomerations to an amoeba, to a fish, to a dinosaur, to a mammal, to an ape, and finally to a man??",sarc
1085,"Well, if burglars want to steal guns then it makes sense that they would be likely to target the homes of gun owners. And the source is from the recently published book Evaluating Gun Policy which you can read and review. The source is listed at the bottom.",notsarc
383,Thats a very compact piece of logic.   I imagine that you are a very efficient individual.,sarc
456,"My bad, Daewoo. How inconsiderate of me!",sarc
1221,"Oh? Don't you think that since Jesus said that whosoever so much as hated their brother without a cause is a murder?   Or are you Jewish and don't believe the New Testament? Is that why you say the Bible says nothing about abortion, or just plain killing at all?",notsarc
1687,"Yes, I've noticed that. I do think part of the problem is that he hasn't bothered to get educated in the subject. From the arguments I've seen from him over the time he's been here he seems to rely on YEC websites for information, and when he gets to something he doesn't know it seems like he cuts-and-pastes (often without fuly reading) from google (leading to the Civil War Dinosaur fiasco and the Nazca stones fiasco) that seems to support his views",notsarc
1034,"Maybe you'll have to clear up the difference between ""understanding"" and ""knowing."" I know what I think the difference is, but I need to know what you mean when you say ""I understand that there is definitely no god.""   Personally, I understand that we have no verification one way or another.   All I know is that I don't know one way or the other.",notsarc
804,"I think if that happened, Texas probably will go back to being the lone star state.",sarc
58,Do you want them all dead?,sarc
1733,"Wow. A very unusual and distressing story, and probably why saline abortions are no longer used.   It is very unfortunate for her to have to live with that disability.",notsarc
184,I think maybe you have hit yourself in the head with the Bible a few times too often.,sarc
1932,So you're actually claiming that it is a lie to say that the UK has a lower gun crime rate than the US? Even if the police were miscounting crimes it's still a huge and unjustified leap in logic to conclude from that that the UK does not have a lower gun crime rate.,notsarc
496,Really! Why not? I'm very interested.,sarc
490,"I believe that this is what they call 'sarcasm'.   As for the second part of your comment, why am I not surprised?",sarc
863,"Traitor? More like the boy wised up on the matter.   So, Brady, how's it feel to have all your work and hopes destroyed in the blink of an eye? How does it feel to know that your last best hope for a disarmed society has abandoned you by the side of the road, and you're now out of options and the only thing left to do is eat the crow?",sarc
568,--------------------------------------------------------------------------   (Time.),sarc
1678,"I never said anything about a conspiracy Peeling. I very clearly gave valid reasons to Consider that scientific GRANTS and pay increases for these scientists are based on making new and previously undiscovered claims that forward the science. That is the greatest motivation to lie, cheat, create and falsify evidence which adds to the scientists personal wealth and further promotes a false science that is rife with selfish motivations to preserve, protect and promote it.",notsarc
1862,Obviously not about abortion.,notsarc
630,"Chalk it up to the fact that -- although not all the time -- a good part of the time, the same people are pretty anti-anything education. We shouldn't expect them to argue positions that make sense.",sarc
187,"No, of course not. Instead, you call us ""liberals"" and then call liberals racist.",sarc
1359,"Rahm Emanuel for one. He seems to sum up the message very well.   And then there's Carolyn McCarthy who actually introduced the bill that, if passed into law, would cancel your Second Amendment rights just because your name is on the no fly list.   Just two names, perhaps, but they're the names of people in a very powerful and dangerous position, capable of making very bad things happen.",notsarc
1210,"So you know how foolish you are and hope that name calling will distract from that being recognized by everyone. Erectus skulls were smaller because the brain was smaller. You brought up KNM-WT 15000 (Turkana Boy) and you weren't even aware that as an adult he would have been about 6'1"" tall? Why is his skull smaller than modern humans?",notsarc
591,Including the universe?,sarc
1040,"Really? The first description is of a Hippo? Here's a picture of a Hippo charlie: http://www.dkimages.com/discover/pre...0/90065521.JPG   Now tell me how this fits the description of the behemoths tail? I quote:   Job 40:15-24 (New International Version)   15 ""Look at the behemoth, [a]   which I made along with you   and which feeds on grass like an ox.   16 What strength he has in his loins,   what power in the muscles of his belly!   [b]17 His tail sways like a cedar;   the sinews of his thighs are close-knit.   18 His bones are tubes of bronze,   his limbs like rods of iron.(In Hebrew, this literally reads, “he lets hang his tail like a cedar.”)A Cedar is not a tiny insignificant tree as the hippos tail is when compared to other tails on other animals. You insult the intelligence of the ancients to imply that they couldn't either name or describe a hippo by name which as you yourself admit, was a common animal in that part of the world.   As for Leviathan being a crocodile or an alligator, again, are you telling me that their hides are invulnerable to arrows or spears and cannot be punctured at all? Would those animals stand firm and not flee from men who stood up to them with spears, javelins and arrows? Not on your life.   “Though the sword reaches him, it cannot avail; nor does spear, dart, or javelin. He regards iron as straw, and bronze as rotten wood.	The arrow cannot make him flee; slingstones become like stubble to him. Darts are regarded as straw; he laughs at the threat of javelins.”   “On earth there is nothing like him, which is made without fear.”   Leviathan “played” in the “great and wide sea” (a paraphrase of Psalm 104 verses 25 and 26—get the exact sense by reading them yourself).And do you think that the writer who describes this creature is just throwing in the part about smoke, light and fire coming coming forth from its mouth for creative license?   Job 41:18-21   18   By his exhaling a light does shine, and his eyes are like the eyelids of the morning.   19   Out of his mouth go burning lamps, and sparks of fire leap out.   20   Out of his nostrils goes smoke, as out of a seething pot or caldron.   21   His breath kindles coals, and a flame goes out of his mouth.I fully admit that I am incapable of either explaining or proving what this animal was, but I know it isn't any known animal which currently exists. And Isaiah might have given us the answer as to why this animal no longer exists since we know it was invulnerable to human attacks in the ancient world.Isa 27:1	 In that day the LORD with his sore and great and strong sword shall punish leviathan the piercing serpent, even leviathan that crooked serpent; and he shall slay the dragon that [is] in the sea.",notsarc
1699,"Define ""many"". What you really mean one is too much. Even when the one is used soles for personal defense. Besides your in Austraila, no one cares what you think.",notsarc
178,"Yes, and since some might not, it should not be mentioned at all?   Personally I only know a half dozen people who have had abortions (at least that I know if). 1 of them doesn't care, she has had 6 or 8 abortions...pretty much used them instead of the pill. 2 are pro life zealots now and feel terrible about the fact they had aboortions. 2 are pro life, but not zealots. The final one was overwhelming pro choice prior to her abortion. Attended rallies and everything. SHE felt so bad about havinghte abortion afterwards that 6 months later she blew her head off. She could not get it out of her head that she had killed a baby. She became totally obsessed and finally cracked.   So, yea...maybe it is not so out of line for people, including men, to say ""Think about it real hard because a lot of people regret it"". You don't have to get shot to know it hurts.",sarc
1935,Muslims.,notsarc
733,"Which wouldn't make a darn bit of difference - apart from the tiny matter of women dying and suffering permanent harm, but don't let that bother you. you'll also have to amend the constitution to remove any references to bodily autonomy. get ready to donate your kidney!",sarc
1621,"Do me a favor. Write, in your own words, two paragraphs. One explaining the electromagnetic spectrum (and the visible spectrum's place in it), and one discussing rods and cones in the eyes.",notsarc
375,"You may not have intended to, but you've given your carte blanche support for a woman to do what ever with her she wishes, with regards to her family - and you'd stick out of it, regardless.   Also, interestingly, there's no man in this 'idealy free' family of yours.",sarc
15,"Just because you don't hold the same beliefs as we do, does not invalidate our belief. I feel sorry for you if all you have to believe in is a small petri dish of algae. You do need absolute proof if your going claim it as the only possible way of creation.",sarc
1899,"And religion is what caused the Crusades and most other wars in the past, and many wars, and bloody disputes, to this very day. Many, many, many, many, many more people have died in the name of religion than in anything that could be called ""in the name of atheism"".",notsarc
1392,"Since when were proteins no longer structures? A basic freshmen tool for teaching is the phrase ""structure defines function.""",notsarc
1355,"Why didn't they ""fire"" and ""bar"" him in the sixties?",notsarc
1902,"Nice try. If America was an Ally to Germany during WWII, to this day you wouldn't forgive US Citizens no matter what excuse they have.",notsarc
40,"And that's what scientists will do. No change there, then.   Now, on the subject of long-held religious views, how many so-called Christians will have a rethink when presented with new findings?",sarc
631,"yes, we will send you to the camps and all of us will gather in our black robes and dance around a fire while we make you dig ditches.",sarc
1895,"Heart bypass, prostate cancer.......I have a couple of Canadian friends who needed those surgeries and one was told he had a 4 month wait and the other a 6 month wait so they both came down to Bellingham Wash and had the Surgery within 2 weeks............",notsarc
687,Really? From what university did you earn your science degree that makes you qualified to make judgements about what is science?,sarc
1964,Huh? Did we win? When?,notsarc
1485,But wouldn't it make it more likely that a gun dealer that was involved in gun trafficking would be audited and caught by the ATF? If there are less FFLs then the ATF has more time to monitor and inspect each gun dealer.,notsarc
1636,"Well since posting on this thread has died and this seems to me to be the most interesting atheistic theory, I want to get a bit of clarification.   First, what do you mean by being allowed to cease providing for it at any age, but never allowed to kill it? By this do you mean that to cease providing for during the first trimester is not killing it? Is that because it is not alive at that time?   If I follow you (and I'm not sure I do) should the mother be allowed to have the baby removed at some point during the third trimester, after which it must be kept alive (and perhaps put up for adoption)?",notsarc
32,Because parents of children without Downs never die prematurely.   C'mon Simone.,sarc
1455,"I see a subtle distinction here. Creationism is concerned with the spiritual origins of people. ""Evolutionism"" is entirely concerned with explaining the nature and history of the physical world. The conflict of opinion arises out of the importance of the detail- can Genesis be accepted as a parable which contains a fundemental truth or must it be taken as a historical account?",notsarc
791,"Well, I think it is best to use a real source. Like the Australian FBI, called the A.I.C..   The latest figures. Violent crimes from 1996 to 2007 (per 100,000 persons per year)   Homicide is pretty much a flat line no? However there violent crime is not. And to be fair, Australia's murder rate has always been significantly lower then ours and they should be congratulated for there socialization for it too.   So if gun related crime goes down but the murder rate remains relatively flat, but other violent crimes go up, then what is thew point of mentioning that GUN Related crime went down?",sarc
1837,"No, not really...",notsarc
1585,"So now Wiesmann's barrier is the most important thing to the ToE? Somehow I doubt that biologists agree, but obviously creationists have more authority on the topic of evolution...",notsarc
294,"There ya go, Tither, three guys out of several hundred thousand?",sarc
693,"God talk about a bunch of foo foo poop!   What are you a girl?   Any way honey, dont you think that net result was a lot of people who for one reason or another could not resist there biological programming will get AIDS because they were told not to have sex in place of getting condoms?   I cant believe I had to explain that to you.",sarc
1576,"As I mentioned above, science curriculums follow paths. One's worldview plays heavily on one's interpretation of scientific data. An agnostic, or atheist teaching establishment can become satisfied with one path of scientific theories without searching for others. There may be more to be discovered about thermodynamics, cell structure, irreducible complexity, the decay rate of the earth's magnetic field, radiometric dating, the fossil record, and countless other things that a teaching establishment may not be interested in exploring, if it's comfortable with it's interpretation of current data's indications that the happenstance origins worldview is correct. It goes back to what we touched on before - teaching students HOW to think, not WHAT to think.",notsarc
1663,"Don't you think this would fit the 'Creationism is nothing but lie's thread a bit better? Although I notice The Skeptic making disparaging remarks about your examples, it seems he attacks you more than deal with the well documented   examples you have.",notsarc
560,"Cute. And I can come up with about 5,000 to 7,000 examples that do have a bright orange muzzle.",sarc
36,"I see you Americans deal as loosely with the French and Spanish languages, as you do with English!   Surely it is something like Viva Libertad , or Vive la Liberte, but Viva La Liberty         ?????   Leo",sarc
254,"In other words, the author seems to think that because Mendel didn't know about genes mutating, we must continue to believe they don't.   Complete and utter nonsense from beginning to end.",sarc
944,"Oh, it was going so well too",sarc
414,"It seems that the high priest of Global Warming is so unconcerned about its reality that In the past year, Gore's home burned through 213,210 kilowatt-hours (kWh) of electricity, enough to power 232 average American households for a month.   http://news.newsmax.com/?SKIDYNyQ-GW...mo_code=6539-1",sarc
923,"Oh but you forgot the rest of my secret plan. Just like Hitler, first you take the guns, then you send them to 'jail'. A jail with 'showers' and 'ovens'.   The most important part of the plan is make sure anti-gunners don't have guns. Which ofcourse is not a problem.",sarc
1607,Are you sure? Use your google.,notsarc
684,Abstinance?! Heaven forbid.,sarc
469,"And who would pick the 'some'? Perhaps you also believe they should be placed on Ritilin...for their own protection...because their teachers (without medical training) diagnose the infamous ADD demon in them.   Not to get off topic too far, some teachers evidently have trouble recognizing the difference between students that can't seem to pay attention and themselves (the teachers) being in dire need of coming across as interesting.   What makes you think teachers or parents could ever become adept at recognizing who needs to put on birth control? Shall we wait 'til one becomes pregnant? Shall we offer a survey of sexual activities?...to what age group?",sarc
1507,"I'm not aware that the police used violence in arresting any of the people discussed in this case. Besides, I'm not discussing personal morality here, I'm discussing what should be legal, and what is practical in a society where not everyone shares the same moral views. Government is there to apply limits to what is permitted, based on the will of the people.",notsarc
1769,I hope I have already begun to change your mind.,notsarc
966,"You know, considering how little ray knows about science, do you think we could write a creationist load of **** and take these XXXXXX for all their money?",sarc
121,Atheists tend to ignore information they don't like also.,sarc
352,"You are on some different planet there. Science doesn't need one conclusion or the other. The traditional classification of neandertals has been Homo sapiens neanderthalensis, i.e., in the same species. Then genetic work suggested that neandertals were distinct enough to merit being a separate species [Hodges, S. B., 2000, Human Evolution: A start for population genomics. Nature (7 Dec. 2000): 408(6813):652-653.]. Results since then have been mixed. Some DNA work indicates a 5% admixture from Neandertals (Plagnol V, Wall JD, 2006, Possible ancestral structure in human populations. PLoS Genetics @ http://genetics.plosjournals.org/per...20105.eor&amp;ct=1 ). Various fossils continue to suggest some interbreeding. (Note also that a genetic finding of no interbreeding does not conflict with fossilized hybrids - it merely says that any hybrids or hybrid lines ended up dying out before they contributed to any lineages that were successful all the way to the present.)   A finding of 99.5 to 99.9% genetic similarity is what we expect, given the clear similarity of the two groups.",sarc
1126,True.,notsarc
1781,"So, you don't see how stating that in a functioning democratic society guns belong only in the hands of the state is not anti gun?? Maybe you could give us an example of a statement that is more anti gun that that because I am having trouble imagining one.",notsarc
1042,You haven't proven anything. All you have done is spew your same old drivel which ignores what I actually say and reinterprets it to mean what you want it to say. You must corrupt what I say since you can't accept the truth of my beliefs and win your fallacious argument.,notsarc
756,"Let me try explaining this another way.   According to the logic presented in the original article:   Gun Owners : discrimination by gun control laws :: Serial Rapists : discrimination by anti-rape laws   You see, it's the RELATIONSHIP that I'm comparing. That's what an analogy is. I'm NOT comparing the gun owners to the serial rapists, but rather the RELATIONSHIP between discrimination and gun owners as presented in the original article and the RELATIONSHIP between discimination and serial rapists.   What do you mean ""my ultimate agenda""? I want regulation of the gun trade as there is regulation of the trade of every product with specific control laws that apply to each product. Does this mean a complete ban? No. Let's compare this to a drivers license. Yes I realize that's not a product, but it is regulated similar to the way guns should be regulated. It varies from state to state, but there is typically a driver's ed class, driving with an instructor, and a driving test. A person must pass all of these things before recieving a license. A person must also meet other qualifications such as vision requirements. Then, in my state, when a person recieves his or her license, it is only a provisional license, meaning that he or she cannot drive between midnight and 5 a.m. This lasts for eighteen months unless there are any moving violations, in which case the period starts over. These are all reasonable restrictions. These ideas can be applied to gun control. There could be gun training and gun tests. Background information such as prior criminal activities should be checked. Guns should not be made available at unregulated events such as gun shows. These sort of regulations are also similar to those on prescription drugs. A person must have a prescription from a real doctor, and he or she can only purchase or pick up the medicine from certified locations.   This is clearly not a fringe view since a large number of people support gun control. You may disagree with this view, but it clearly is not a fringe view. Nor is it a sign of mental instability.   The constitutionality of gun control is clearly debatable. It's not exactly simple. You can't ignore ""well regulate."" Even GunCite, a pro gun website, says, "" 'To put in good order' is the correct interpretation of well regulated, signifying a well disciplined, trained, and functioning militia."" Disciplining, training. That sounds like controlling. And if it was such a simple constitutional issue, why hasn't the Supreme Court made a difinitive ruling on it? If anything, it has ruled in favor of gun control, saying in the Miller case that ""The Second Amendment must be interpreted and applied with a view to its purpose of rendering effective the Militia."" Regardless, the constitutionality of a law does not make it wrong or right. Slavery was once allowed under the Constitution, but that did not make it wrong or right.   I never labeled your view as anarchistic. I said that UNLESS you are an anarchist, you are not in support of COMPLETE, 100%, ABSOLUTE freedom. What objective means are you using to determine that gun ownerships is a basic civil right?   First you assume that since I have liberal views on this subject, I agree with the actions of all other liberals, and second you assume that all other liberals commit the same actions. I have not once mentioned ""saturday night special."" My laws are meant to target all gun crime and gun accidents. Should we not have laws against gun crime (not laws against guns) because most gun violence is minority on minority. Sould we not have murder laws because a disproportionate number of murders are commited by minorities?",sarc
1308,It stops us from saying we ara a rational people. I don't support any laws that would allow a father not to have a say so about his child being aborted. Are there any?? If it were a life or death thing for the mother no question.   As I stated I don't like the idea but making it illegal would simply put more unwanted kids in state homes. Lets take care of the living first!,notsarc
205,"So, how many kids do you have?   And, do you know their names? What they like to do?   It doesn't sound like you've been much of a dad if all you did is providing for them. Did you watch TV sports the rest of the time?",sarc
538,"Way to support your controversial assertion, Bell.",sarc
670,"Oh, we already know a bunch of events that he played a role in. They even made it into a song!   Please allow me to introduce myself   I'm a man of wealth and taste   I've been around for long, long years   Stole many man's soul and faith   And I was 'round when Jesus Christ   Had his moment of doubt and pain   Made damn sure that Pilate   Washed his hands and sealed his fate   Pleased to meet you   Hope you guess my name   But what's puzzling you   Is the nature of my game   I stuck around St. Petersburg   When I saw it was a time for a change   Killed the Czar and his ministers   Anastasia screamed in vain   I rode a tank   Held a general's rank   When the blitzkrieg raged   And the bodies stank   Pleased to meet you   Hope you guess my name, oh yeah   Ah, what's puzzling you   Is the nature of my game, oh yeah   (woo woo, woo woo)   I watched with glee   While your kings and queens   Fought for ten decades   For the gods they made   (woo woo, woo woo)   I shouted out,   ""Who killed the Kennedys?""   When after all   It was you and me   (who who, who who)   Let me please introduce myself   I'm a man of wealth and taste   And I laid traps for troubadours   Who get killed before they reached Bombay   (woo woo, who who)   Pleased to meet you   Hope you guessed my name, oh yeah   (who who)   But what's puzzling you   Is the nature of my game, oh yeah, get down, baby   (who who, who who)   Pleased to meet you   Hope you guessed my name, oh yeah   But what's confusing you   Is just the nature of my game   (woo woo, who who)   Just as every cop is a criminal   And all the sinners saints   As heads is tails   Just call me Lucifer   'Cause I'm in need of some restraint   (who who, who who)   So if you meet me   Have some courtesy   Have some sympathy, and some taste   (woo woo)   Use all your well-learned politesse   Or I'll lay your soul to waste, um yeah   (woo woo, woo woo)   Pleased to meet you   Hope you guessed my name, um yeah   (who who)   But what's puzzling you   Is the nature of my game, um mean it, get down   (woo woo, woo woo)   Woo, who   Oh yeah, get on down   Oh yeah   Oh yeah!   (woo woo)   Tell me baby, what's my name   Tell me honey, can ya guess my name   Tell me baby, what's my name   I tell you one time, you're to blame   Oh, who   woo, woo   Woo, who   Woo, woo   Woo, who, who   Woo, who, who   Oh, yeah   What's my name   Tell me, baby, what's my name   Tell me, sweetie, what's my name   Woo, who, who   Woo, who, who   Woo, who, who   Woo, who, who   Woo, who, who   Woo, who, who   Oh, yeah   Woo woo   Woo woo   ~Sympathy for the Devil; by the Rolling Stones",sarc
107,And I just spent all that money on a new camera. Pity.,sarc
1243,Then show the evidence.,notsarc
1880,I believe studies have already been done on that subject.,notsarc
1412,"This was pretty much my understanding of how natural selection was viewed before Darwin.   Nonetheless, I think that my point still stands. Darwin proposed that natural selection is responsible for the diversification of species. This pre-Darwin concept denies this. My understanding is that anti-evolutionists refused to accept that natural selection could have led to the diversification of species. Until recently, when they realized that evolutionary theory could help out in their how-many-animals-could-fit-on-the-ark dilemma; now they suddenly take an idea from evolutionary science and propose that suddenly all the present species could ""micro-evolve"" from a few ancestral ""kinds"" on the ark.",notsarc
1117,"You mean, the perpetrator is convicted and the defender acquitted? Yes, that's the rule and not the exception. Notice here how no-one ended up dead, or even particularly seriously injured. Additionally the circumstances described are incredibly rare, that's why it makes the news.",notsarc
195,"Since animals can operate them, gun owners obviously need sufficient training to make sure they are used safely. It seems they need a lot more. On the other hand, the problem is largely self-limiting, since the cretinous owner either dies or hopefully learns from their stupidity once they recover from their injuries.",sarc
1574,Because...,notsarc
1722,So individual cells contract to move cytoplasm around and to transport oxygen within itself?,notsarc
372,Before you were claiming it was a slippery slope. Now you're claiming it's a strawman. Perhaps you don't understand what either term means.,sarc
872,As long as we cut off the privates of the fathers as well.,sarc
453,"You mean ""No! sex"" , 'til you want *response-ably* to nurture a baby. What novel ideas!",sarc
